Region,Date,Frequency,Estimated Unemployment Rate,Estimated Employed,Estimated Labour Participation Rate,Area,Part,latitude,longitude
Sikkim,30-04-2020,Monthly,5.77,81905.0,40.31,Urban,Northeast,27.533,88.5122
Sikkim,31-05-2020,Monthly,19.75,75456.0,43.32,Urban,Northeast,27.533,88.5122
Sikkim,30-06-2020,Monthly,2.63,76269.0,35.85,Urban,Northeast,27.533,88.5122
Tamil Nadu,31-05-2019,Monthly,0.89,11798080.0,37.31,Urban,South,11.1271,78.6569
Tamil Nadu,30-06-2019,Monthly,1.56,12318745.0,39.16,Urban,South,11.1271,78.6569
Tamil Nadu,31-07-2019,Monthly,3.18,12054414.0,38.89,Urban,South,11.1271,78.6569
Tamil Nadu,31-08-2019,Monthly,9.53,11933093.0,41.13,Urban,South,11.1271,78.6569
Tamil Nadu,30-09-2019,Monthly,1.86,11902824.0,37.76,Urban,South,11.1271,78.6569
Tamil Nadu,31-10-2019,Monthly,1.13,12223948.0,38.42,Urban,South,11.1271,78.6569
Tamil Nadu,30-11-2019,Monthly,2.65,11729952.0,37.38,Urban,South,11.1271,78.6569
Tamil Nadu,31-12-2019,Monthly,8.05,12260389.0,41.29,Urban,South,11.1271,78.6569
Tamil Nadu,31-01-2020,Monthly,2.05,11926995.0,37.64,Urban,South,11.1271,78.6569
Tamil Nadu,29-02-2020,Monthly,3.31,11742101.0,37.48,Urban,South,11.1271,78.6569
Tamil Nadu,31-03-2020,Monthly,6.46,10982178.0,36.17,Urban,South,11.1271,78.6569
Tamil Nadu,30-04-2020,Monthly,45.55,4632967.0,26.17,Urban,South,11.1271,78.6569
Tamil Nadu,31-05-2020,Monthly,25.95,5733921.0,23.77,Urban,South,11.1271,78.6569
Tamil Nadu,30-06-2020,Monthly,24.93,7741005.0,31.6,Urban,South,11.1271,78.6569
Telangana,31-05-2019,Monthly,1.52,5560649.0,44.59,Urban,South,18.1124,79.0193
Telangana,30-06-2019,Monthly,1.43,5683349.0,45.43,Urban,South,18.1124,79.0193
Telangana,31-07-2019,Monthly,3.73,5432503.0,44.36,Urban,South,18.1124,79.0193
Telangana,31-08-2019,Monthly,4.19,5544693.0,45.39,Urban,South,18.1124,79.0193
Telangana,30-09-2019,Monthly,6.19,5668785.0,47.28,Urban,South,18.1124,79.0193
Telangana,31-10-2019,Monthly,6.74,5318341.0,44.51,Urban,South,18.1124,79.0193
Telangana,30-11-2019,Monthly,5.23,5338119.0,43.87,Urban,South,18.1124,79.0193
Telangana,31-12-2019,Monthly,4.22,5317782.0,43.13,Urban,South,18.1124,79.0193
Telangana,31-01-2020,Monthly,6.49,5543380.0,45.95,Urban,South,18.1124,79.0193
Telangana,29-02-2020,Monthly,6.74,5521496.0,45.78,Urban,South,18.1124,79.0193
Telangana,31-03-2020,Monthly,6.1,5313236.0,43.65,Urban,South,18.1124,79.0193
Telangana,30-04-2020,Monthly,10.5,3378431.0,29.05,Urban,South,18.1124,79.0193
Telangana,31-05-2020,Monthly,36.57,3108830.0,37.63,Urban,South,18.1124,79.0193
Telangana,30-06-2020,Monthly,6.92,4577995.0,37.68,Urban,South,18.1124,79.0193
Tripura,31-05-2019,Monthly,34.69,423127.0,69.5,Urban,Northeast,23.9408,91.9882
Tripura,30-06-2019,Monthly,25.59,408738.0,58.8,Urban,Northeast,23.9408,91.9882
Tripura,31-07-2019,Monthly,25.81,410583.0,59.1,Urban,Northeast,23.9408,91.9882
Tripura,31-08-2019,Monthly,33.45,368977.0,59.07,Urban,Northeast,23.9408,91.9882
Tripura,30-09-2019,Monthly,33.57,418043.0,66.9,Urban,Northeast,23.9408,91.9882
Tripura,31-10-2019,Monthly,26.67,414808.0,60.0,Urban,Northeast,23.9408,91.9882
Tripura,30-11-2019,Monthly,27.15,427700.0,62.14,Urban,Northeast,23.9408,91.9882
Tripura,31-12-2019,Monthly,33.48,399427.0,63.41,Urban,Northeast,23.9408,91.9882
Tripura,31-01-2020,Monthly,34.37,450155.0,72.26,Urban,Northeast,23.9408,91.9882
Tripura,29-02-2020,Monthly,33.88,415339.0,66.04,Urban,Northeast,23.9408,91.9882
Tripura,31-03-2020,Monthly,25.69,450271.0,63.56,Urban,Northeast,23.9408,91.9882
Tripura,30-04-2020,Monthly,34.88,296431.0,47.65,Urban,Northeast,23.9408,91.9882
Tripura,31-05-2020,Monthly,16.78,384999.0,48.31,Urban,Northeast,23.9408,91.9882
Tripura,30-06-2020,Monthly,27.47,391015.0,56.17,Urban,Northeast,23.9408,91.9882
Uttar Pradesh,31-05-2019,Monthly,14.4,13391244.0,40.43,Urban,North,26.8467,80.9462
Uttar Pradesh,30-06-2019,Monthly,11.62,13624452.0,39.75,Urban,North,26.8467,80.9462
Uttar Pradesh,31-07-2019,Monthly,11.8,13862431.0,40.43,Urban,North,26.8467,80.9462
Uttar Pradesh,31-08-2019,Monthly,14.73,13580241.0,40.87,Urban,North,26.8467,80.9462
Uttar Pradesh,30-09-2019,Monthly,13.58,13522970.0,40.07,Urban,North,26.8467,80.9462
Uttar Pradesh,31-10-2019,Monthly,10.35,13938303.0,39.71,Urban,North,26.8467,80.9462
Uttar Pradesh,30-11-2019,Monthly,11.31,14128888.0,40.6,Urban,North,26.8467,80.9462
Uttar Pradesh,31-12-2019,Monthly,12.37,13857200.0,40.21,Urban,North,26.8467,80.9462
Uttar Pradesh,31-01-2020,Monthly,12.34,13656250.0,39.52,Urban,North,26.8467,80.9462
Uttar Pradesh,29-02-2020,Monthly,11.65,13803099.0,39.54,Urban,North,26.8467,80.9462
Uttar Pradesh,31-03-2020,Monthly,12.32,13889632.0,40.0,Urban,North,26.8467,80.9462
Uttar Pradesh,30-04-2020,Monthly,26.94,10944379.0,37.74,Urban,North,26.8467,80.9462
Uttar Pradesh,31-05-2020,Monthly,32.06,11111486.0,41.1,Urban,North,26.8467,80.9462
Uttar Pradesh,30-06-2020,Monthly,13.05,13208724.0,38.09,Urban,North,26.8467,80.9462
Uttarakhand,31-05-2019,Monthly,9.17,676797.0,26.33,Urban,North,30.0668,79.0193
Uttarakhand,30-06-2019,Monthly,4.69,906889.0,33.54,Urban,North,30.0668,79.0193
Uttarakhand,31-07-2019,Monthly,6.94,859900.0,32.48,Urban,North,30.0668,79.0193
Uttarakhand,31-08-2019,Monthly,7.43,823967.0,31.21,Urban,North,30.0668,79.0193
Uttarakhand,30-09-2019,Monthly,9.62,711150.0,27.51,Urban,North,30.0668,79.0193
Uttarakhand,31-10-2019,Monthly,4.72,925174.0,33.87,Urban,North,30.0668,79.0193
Uttarakhand,30-11-2019,Monthly,6.34,904903.0,33.61,Urban,North,30.0668,79.0193
Uttarakhand,31-12-2019,Monthly,7.39,844779.0,31.65,Urban,North,30.0668,79.0193
Uttarakhand,31-01-2020,Monthly,8.92,725253.0,27.55,Urban,North,30.0668,79.0193
Uttarakhand,29-02-2020,Monthly,5.28,963408.0,35.11,Urban,North,30.0668,79.0193
Uttarakhand,31-03-2020,Monthly,8.15,889245.0,33.33,Urban,North,30.0668,79.0193
Uttarakhand,30-04-2020,Monthly,13.18,748041.0,29.59,Urban,North,30.0668,79.0193
Uttarakhand,31-05-2020,Monthly,17.36,778590.0,32.27,Urban,North,30.0668,79.0193
Uttarakhand,30-06-2020,Monthly,5.08,989470.0,35.61,Urban,North,30.0668,79.0193
West Bengal,31-05-2019,Monthly,7.25,11306177.0,46.37,Urban,East,22.9868,87.855
West Bengal,30-06-2019,Monthly,7.38,10611498.0,43.51,Urban,East,22.9868,87.855
West Bengal,31-07-2019,Monthly,7.91,10779829.0,44.38,Urban,East,22.9868,87.855
West Bengal,31-08-2019,Monthly,7.27,11456493.0,46.77,Urban,East,22.9868,87.855
West Bengal,30-09-2019,Monthly,7.79,11158649.0,45.74,Urban,East,22.9868,87.855
West Bengal,31-10-2019,Monthly,7.83,10563686.0,43.25,Urban,East,22.9868,87.855
West Bengal,30-11-2019,Monthly,6.61,10768462.0,43.44,Urban,East,22.9868,87.855
West Bengal,31-12-2019,Monthly,7.24,11335696.0,45.97,Urban,East,22.9868,87.855
West Bengal,31-01-2020,Monthly,7.27,11208617.0,45.39,Urban,East,22.9868,87.855
West Bengal,29-02-2020,Monthly,7.55,10871168.0,44.09,Urban,East,22.9868,87.855
West Bengal,31-03-2020,Monthly,6.67,10806105.0,43.34,Urban,East,22.9868,87.855
West Bengal,30-04-2020,Monthly,15.63,9299466.0,41.2,Urban,East,22.9868,87.855
West Bengal,31-05-2020,Monthly,15.22,9240903.0,40.67,Urban,East,22.9868,87.855
West Bengal,30-06-2020,Monthly,9.86,9088931.0,37.57,Urban,East,22.9868,87.855
Andhra Pradesh,31-01-2020,Monthly,5.48,16635535.0,41.02,Rural,South,15.9129,79.74
Andhra Pradesh,29-02-2020,Monthly,5.83,16545652.0,40.9,Rural,South,15.9129,79.74
Andhra Pradesh,31-03-2020,Monthly,5.79,15881197.0,39.18,Rural,South,15.9129,79.74
Andhra Pradesh,30-04-2020,Monthly,20.51,11336911.0,33.1,Rural,South,15.9129,79.74
Andhra Pradesh,31-05-2020,Monthly,17.43,12988845.0,36.46,Rural,South,15.9129,79.74
Andhra Pradesh,30-06-2020,Monthly,3.31,19805400.0,47.41,Rural,South,15.9129,79.74
Andhra Pradesh,31-07-2020,Monthly,8.34,15431615.0,38.91,Rural,South,15.9129,79.74
Andhra Pradesh,31-08-2020,Monthly,6.96,15251776.0,37.83,Rural,South,15.9129,79.74
Andhra Pradesh,30-09-2020,Monthly,6.4,15220312.0,37.47,Rural,South,15.9129,79.74
Andhra Pradesh,31-10-2020,Monthly,6.59,15157557.0,37.34,Rural,South,15.9129,79.74
Assam,31-01-2020,Monthly,4.66,13051904.0,52.98,Urban,Northeast,26.2006,92.9376
Assam,29-02-2020,Monthly,4.41,10088268.0,40.77,Urban,Northeast,26.2006,92.9376
Assam,31-03-2020,Monthly,4.77,11542888.0,46.73,Urban,Northeast,26.2006,92.9376
Assam,30-04-2020,Monthly,11.06,6830817.0,29.55,Urban,Northeast,26.2006,92.9376
Assam,31-05-2020,Monthly,9.55,11367897.0,48.26,Urban,Northeast,26.2006,92.9376
Assam,30-06-2020,Monthly,0.6,9095944.0,35.07,Urban,Northeast,26.2006,92.9376
Assam,31-07-2020,Monthly,3.77,10286757.0,40.88,Urban,Northeast,26.2006,92.9376
Assam,31-08-2020,Monthly,5.53,9781310.0,39.52,Urban,Northeast,26.2006,92.9376
Assam,30-09-2020,Monthly,1.19,14107641.0,54.38,Urban,Northeast,26.2006,92.9376
Assam,31-10-2020,Monthly,3.02,11949329.0,46.84,Urban,Northeast,26.2006,92.9376
Bihar,31-01-2020,Monthly,10.61,26397671.0,37.72,Rural,East,25.0961,85.3131
Bihar,29-02-2020,Monthly,10.29,26281655.0,37.35,Rural,East,25.0961,85.3131
Bihar,31-03-2020,Monthly,15.43,25717519.0,38.69,Rural,East,25.0961,85.3131
Bihar,30-04-2020,Monthly,46.64,16046236.0,38.17,Rural,East,25.0961,85.3131
Bihar,31-05-2020,Monthly,45.96,16280203.0,38.16,Rural,East,25.0961,85.3131
Bihar,30-06-2020,Monthly,17.82,23963933.0,36.86,Rural,East,25.0961,85.3131
Bihar,31-07-2020,Monthly,12.79,24989370.0,36.14,Rural,East,25.0961,85.3131
Bihar,31-08-2020,Monthly,13.44,23795534.0,34.59,Rural,East,25.0961,85.3131
Bihar,30-09-2020,Monthly,11.91,26902907.0,38.35,Rural,East,25.0961,85.3131
Bihar,31-10-2020,Monthly,9.82,25693252.0,35.7,Rural,East,25.0961,85.3131
Chhattisgarh,31-01-2020,Monthly,9.65,8552172.0,43.08,Rural,West,21.2787,81.8661
Chhattisgarh,29-02-2020,Monthly,8.38,9195114.0,45.58,Rural,West,21.2787,81.8661
Chhattisgarh,31-03-2020,Monthly,7.54,9302317.0,45.59,Rural,West,21.2787,81.8661
Chhattisgarh,30-04-2020,Monthly,3.41,7600448.0,35.58,Rural,West,21.2787,81.8661
Chhattisgarh,31-05-2020,Monthly,10.5,6991217.0,35.23,Rural,West,21.2787,81.8661
Chhattisgarh,30-06-2020,Monthly,14.23,7332807.0,38.48,Rural,West,21.2787,81.8661
Chhattisgarh,31-07-2020,Monthly,10.27,8620294.0,43.14,Rural,West,21.2787,81.8661
Chhattisgarh,31-08-2020,Monthly,5.63,9050422.0,42.97,Rural,West,21.2787,81.8661
Chhattisgarh,30-09-2020,Monthly,1.96,9021854.0,41.14,Rural,West,21.2787,81.8661
Chhattisgarh,31-10-2020,Monthly,6.62,8546847.0,40.82,Rural,West,21.2787,81.8661
Delhi,31-01-2020,Monthly,22.23,5805284.0,47.79,Rural,North,28.7041,77.1025
Delhi,29-02-2020,Monthly,14.84,5856307.0,43.92,Rural,North,28.7041,77.1025
Delhi,31-03-2020,Monthly,17.04,5553805.0,42.65,Rural,North,28.7041,77.1025
Delhi,30-04-2020,Monthly,16.68,3119274.0,23.8,Rural,North,28.7041,77.1025
Delhi,31-05-2020,Monthly,42.27,2632404.0,28.91,Rural,North,28.7041,77.1025
Delhi,30-06-2020,Monthly,18.19,4418914.0,34.17,Rural,North,28.7041,77.1025
Delhi,31-07-2020,Monthly,20.3,4291053.0,33.97,Rural,North,28.7041,77.1025
Delhi,31-08-2020,Monthly,13.79,4850107.0,35.41,Rural,North,28.7041,77.1025
Delhi,30-09-2020,Monthly,12.53,4958373.0,35.59,Rural,North,28.7041,77.1025
Delhi,31-10-2020,Monthly,6.27,4842698.0,32.36,Rural,North,28.7041,77.1025
Goa,31-01-2020,Monthly,8.89,416750.0,35.73,Rural,West,15.2993,74.124
Goa,29-02-2020,Monthly,2.81,478068.0,38.38,Rural,West,15.2993,74.124
Goa,31-03-2020,Monthly,5.25,411761.0,33.88,Rural,West,15.2993,74.124
Goa,30-04-2020,Monthly,13.31,500614.0,44.97,Rural,West,15.2993,74.124
Goa,31-05-2020,Monthly,21.25,378244.0,37.36,Rural,West,15.2993,74.124
Goa,30-06-2020,Monthly,9.96,489111.0,42.21,Rural,West,15.2993,74.124
Goa,31-07-2020,Monthly,17.07,458876.0,42.94,Rural,West,15.2993,74.124
Goa,31-08-2020,Monthly,16.21,473016.0,43.76,Rural,West,15.2993,74.124
Goa,30-09-2020,Monthly,15.38,425004.0,38.89,Rural,West,15.2993,74.124
Goa,31-10-2020,Monthly,11.54,392304.0,34.3,Rural,West,15.2993,74.124
Gujarat,31-01-2020,Monthly,5.54,24126346.0,48.49,Rural,West,22.2587,71.1924
Gujarat,29-02-2020,Monthly,6.38,24757795.0,50.11,Rural,West,22.2587,71.1924
Gujarat,31-03-2020,Monthly,6.66,23566641.0,47.75,Rural,West,22.2587,71.1924
Gujarat,30-04-2020,Monthly,18.71,15288878.0,35.5,Rural,West,22.2587,71.1924
Gujarat,31-05-2020,Monthly,12.11,17836936.0,38.23,Rural,West,22.2587,71.1924
Gujarat,30-06-2020,Monthly,3.2,23657055.0,45.96,Rural,West,22.2587,71.1924
Gujarat,31-07-2020,Monthly,1.84,24276120.0,46.41,Rural,West,22.2587,71.1924
Gujarat,31-08-2020,Monthly,1.87,22817232.0,43.55,Rural,West,22.2587,71.1924
Gujarat,30-09-2020,Monthly,3.42,25010199.0,48.41,Rural,West,22.2587,71.1924
Gujarat,31-10-2020,Monthly,4.03,25970259.0,50.49,Rural,West,22.2587,71.1924
Haryana,31-01-2020,Monthly,20.34,7693231.0,43.36,Rural,North,29.0588,76.0856
Haryana,29-02-2020,Monthly,25.77,7322942.0,44.21,Rural,North,29.0588,76.0856
Haryana,31-03-2020,Monthly,25.05,6641555.0,39.63,Rural,North,29.0588,76.0856
Haryana,30-04-2020,Monthly,43.22,5647630.0,44.38,Rural,North,29.0588,76.0856
Haryana,31-05-2020,Monthly,29.02,6437868.0,40.39,Rural,North,29.0588,76.0856
Haryana,30-06-2020,Monthly,26.7,6951934.0,42.14,Rural,North,29.0588,76.0856
Haryana,31-07-2020,Monthly,24.18,6800652.0,39.77,Rural,North,29.0588,76.0856
Haryana,31-08-2020,Monthly,33.5,7113788.0,47.32,Rural,North,29.0588,76.0856
Haryana,30-09-2020,Monthly,19.68,7132439.0,39.2,Rural,North,29.0588,76.0856
Haryana,31-10-2020,Monthly,27.31,6698551.0,40.6,Rural,North,29.0588,76.0856
Himachal Pradesh,31-01-2020,Monthly,16.83,2287632.0,45.5,Rural,North,31.1048,77.1734
Himachal Pradesh,29-02-2020,Monthly,16.84,2180268.0,43.3,Rural,North,31.1048,77.1734
Himachal Pradesh,31-03-2020,Monthly,18.76,2021858.0,41.04,Rural,North,31.1048,77.1734
Himachal Pradesh,30-04-2020,Monthly,2.2,1131128.0,19.04,Rural,North,31.1048,77.1734
Himachal Pradesh,31-05-2020,Monthly,26.95,1897639.0,42.7,Rural,North,31.1048,77.1734
Himachal Pradesh,30-06-2020,Monthly,13.47,2199683.0,41.72,Rural,North,31.1048,77.1734
Himachal Pradesh,31-07-2020,Monthly,24.31,2229456.0,48.25,Rural,North,31.1048,77.1734
Himachal Pradesh,31-08-2020,Monthly,15.79,2029740.0,39.42,Rural,North,31.1048,77.1734
Himachal Pradesh,30-09-2020,Monthly,12.04,2237480.0,41.54,Rural,North,31.1048,77.1734
Himachal Pradesh,31-10-2020,Monthly,13.46,2123965.0,40.01,Rural,North,31.1048,77.1734
Jammu & Kashmir,31-01-2020,Monthly,21.08,3453025.0,42.2,Rural,North,33.7782,76.5762
Jammu & Kashmir,29-02-2020,Monthly,20.78,3223513.0,39.17,Rural,North,33.7782,76.5762
Jammu & Kashmir,31-03-2020,Monthly,15.5,3359107.0,38.18,Rural,North,33.7782,76.5762
Jammu & Kashmir,31-05-2020,Monthly,18.74,3246493.0,38.21,Rural,North,33.7782,76.5762
Jammu & Kashmir,30-06-2020,Monthly,17.92,3202336.0,37.24,Rural,North,33.7782,76.5762
Jammu & Kashmir,31-07-2020,Monthly,10.88,3558889.0,38.03,Rural,North,33.7782,76.5762
Jammu & Kashmir,31-08-2020,Monthly,11.09,3429950.0,36.66,Rural,North,33.7782,76.5762
Jammu & Kashmir,30-09-2020,Monthly,16.17,3210281.0,36.31,Rural,North,33.7782,76.5762
Jammu & Kashmir,31-10-2020,Monthly,16.14,3106691.0,35.05,Rural,North,33.7782,76.5762
Jharkhand,31-01-2020,Monthly,10.61,10198029.0,42.92,Rural,East,23.6102,85.2799
Jharkhand,29-02-2020,Monthly,11.85,10425425.0,44.4,Rural,East,23.6102,85.2799
Jharkhand,31-03-2020,Monthly,8.23,9638115.0,39.34,Rural,East,23.6102,85.2799
Jharkhand,30-04-2020,Monthly,47.09,5335262.0,37.69,Rural,East,23.6102,85.2799
Jharkhand,31-05-2020,Monthly,59.23,4145385.0,37.92,Rural,East,23.6102,85.2799
Jharkhand,30-06-2020,Monthly,20.95,8622722.0,40.59,Rural,East,23.6102,85.2799
Jharkhand,31-07-2020,Monthly,7.63,9521900.0,38.27,Rural,East,23.6102,85.2799
Jharkhand,31-08-2020,Monthly,9.76,9331640.0,38.31,Rural,East,23.6102,85.2799
Jharkhand,30-09-2020,Monthly,8.24,10185670.0,41.04,Rural,East,23.6102,85.2799
Jharkhand,31-10-2020,Monthly,11.8,10302276.0,43.08,Rural,East,23.6102,85.2799
Karnataka,31-01-2020,Monthly,2.86,22688028.0,42.18,Rural,South,15.3173,75.7139
Karnataka,29-02-2020,Monthly,3.61,21677719.0,40.54,Rural,South,15.3173,75.7139
Karnataka,31-03-2020,Monthly,3.46,22079653.0,41.14,Rural,South,15.3173,75.7139
Karnataka,30-04-2020,Monthly,29.84,16718395.0,42.78,Rural,South,15.3173,75.7139
Karnataka,31-05-2020,Monthly,19.97,19397853.0,43.43,Rural,South,15.3173,75.7139
Karnataka,30-06-2020,Monthly,8.44,24215057.0,47.29,Rural,South,15.3173,75.7139
Karnataka,31-07-2020,Monthly,4.01,22885616.0,42.55,Rural,South,15.3173,75.7139
Karnataka,31-08-2020,Monthly,0.5,24094289.0,43.13,Rural,South,15.3173,75.7139
Karnataka,30-09-2020,Monthly,2.41,20127176.0,36.66,Rural,South,15.3173,75.7139
Karnataka,31-10-2020,Monthly,1.58,22356390.0,40.3,Rural,South,15.3173,75.7139
Kerala,31-01-2020,Monthly,5.31,9904534.0,37.12,Rural,South,10.8505,76.2711
Kerala,29-02-2020,Monthly,7.6,9828023.0,37.71,Rural,South,10.8505,76.2711
Kerala,31-03-2020,Monthly,8.99,8221728.0,32.0,Rural,South,10.8505,76.2711
Kerala,30-04-2020,Monthly,16.99,3933276.0,16.77,Rural,South,10.8505,76.2711
Kerala,31-05-2020,Monthly,17.88,7921962.0,34.11,Rural,South,10.8505,76.2711
Kerala,30-06-2020,Monthly,9.71,9228268.0,36.11,Rural,South,10.8505,76.2711
Kerala,31-07-2020,Monthly,7.09,9504420.0,36.1,Rural,South,10.8505,76.2711
Kerala,31-08-2020,Monthly,10.98,9031944.0,35.78,Rural,South,10.8505,76.2711
Kerala,30-09-2020,Monthly,5.91,9240913.0,34.6,Rural,South,10.8505,76.2711
Kerala,31-10-2020,Monthly,3.88,9152881.0,33.52,Rural,South,10.8505,76.2711
Madhya Pradesh,31-01-2020,Monthly,4.11,23018632.0,39.42,Rural,West,22.9734,78.6569
Madhya Pradesh,29-02-2020,Monthly,4.57,22711479.0,39.0,Rural,West,22.9734,78.6569
Madhya Pradesh,31-03-2020,Monthly,2.22,22867164.0,38.24,Rural,West,22.9734,78.6569
Madhya Pradesh,30-04-2020,Monthly,12.36,19041832.0,35.45,Rural,West,22.9734,78.6569
Madhya Pradesh,31-05-2020,Monthly,21.98,18443927.0,38.48,Rural,West,22.9734,78.6569
Madhya Pradesh,30-06-2020,Monthly,6.48,23054646.0,40.04,Rural,West,22.9734,78.6569
Madhya Pradesh,31-07-2020,Monthly,5.08,23940158.0,40.88,Rural,West,22.9734,78.6569
Madhya Pradesh,31-08-2020,Monthly,4.7,23619011.0,40.08,Rural,West,22.9734,78.6569
Madhya Pradesh,30-09-2020,Monthly,3.91,23341952.0,39.2,Rural,West,22.9734,78.6569
Madhya Pradesh,31-10-2020,Monthly,3.13,23144552.0,38.47,Rural,West,22.9734,78.6569
Maharashtra,31-01-2020,Monthly,4.95,42596868.0,44.19,Rural,West,19.7515,75.7139
Maharashtra,29-02-2020,Monthly,4.69,42416317.0,43.8,Rural,West,19.7515,75.7139
Maharashtra,31-03-2020,Monthly,5.79,40196806.0,41.91,Rural,West,19.7515,75.7139
Maharashtra,30-04-2020,Monthly,20.9,27689253.0,34.32,Rural,West,19.7515,75.7139
Maharashtra,31-05-2020,Monthly,15.46,32116847.0,37.17,Rural,West,19.7515,75.7139
Maharashtra,30-06-2020,Monthly,9.23,39708538.0,42.71,Rural,West,19.7515,75.7139
Maharashtra,31-07-2020,Monthly,3.89,40998545.0,41.57,Rural,West,19.7515,75.7139
Maharashtra,31-08-2020,Monthly,6.23,40963616.0,42.49,Rural,West,19.7515,75.7139
Maharashtra,30-09-2020,Monthly,4.55,42042911.0,42.75,Rural,West,19.7515,75.7139
Maharashtra,31-10-2020,Monthly,4.1,43317881.0,43.75,Rural,West,19.7515,75.7139
Meghalaya,31-01-2020,Monthly,1.66,1491093.0,65.49,Rural,Northeast,25.467,91.3662
Meghalaya,29-02-2020,Monthly,3.59,1346829.0,60.2,Rural,Northeast,25.467,91.3662
Meghalaya,31-03-2020,Monthly,1.58,1482351.0,64.74,Rural,Northeast,25.467,91.3662
Meghalaya,30-04-2020,Monthly,10.03,965057.0,45.99,Rural,Northeast,25.467,91.3662
Meghalaya,31-05-2020,Monthly,5.92,1215064.0,55.24,Rural,Northeast,25.467,91.3662
Meghalaya,30-06-2020,Monthly,1.15,1350794.0,58.31,Rural,Northeast,25.467,91.3662
Meghalaya,31-07-2020,Monthly,2.1,1448106.0,62.96,Rural,Northeast,25.467,91.3662
Meghalaya,31-08-2020,Monthly,3.74,1357643.0,59.88,Rural,Northeast,25.467,91.3662
Meghalaya,30-09-2020,Monthly,4.29,1459726.0,64.6,Rural,Northeast,25.467,91.3662
Meghalaya,31-10-2020,Monthly,4.6,1381490.0,61.18,Rural,Northeast,25.467,91.3662
Odisha,31-01-2020,Monthly,1.9,13743448.0,39.44,Rural,East,20.9517,85.0985
Odisha,29-02-2020,Monthly,3.12,14280735.0,41.44,Rural,East,20.9517,85.0985
Odisha,31-03-2020,Monthly,13.08,12272109.0,39.62,Rural,East,20.9517,85.0985
Odisha,30-04-2020,Monthly,23.76,6865693.0,25.23,Rural,East,20.9517,85.0985
Odisha,31-05-2020,Monthly,11.41,11730937.0,37.04,Rural,East,20.9517,85.0985
Odisha,30-06-2020,Monthly,3.77,12903993.0,37.45,Rural,East,20.9517,85.0985
Odisha,31-07-2020,Monthly,1.88,13614400.0,38.69,Rural,East,20.9517,85.0985
Odisha,31-08-2020,Monthly,1.42,14154039.0,39.96,Rural,East,20.9517,85.0985
Odisha,30-09-2020,Monthly,2.1,13608422.0,38.63,Rural,East,20.9517,85.0985
Odisha,31-10-2020,Monthly,2.18,14094553.0,39.98,Rural,East,20.9517,85.0985
Puducherry,31-01-2020,Monthly,0.58,457950.0,37.46,Urban,South,11.9416,79.8083
Puducherry,29-02-2020,Monthly,1.76,493961.0,40.8,Urban,South,11.9416,79.8083
Puducherry,31-03-2020,Monthly,1.2,421028.0,34.49,Urban,South,11.9416,79.8083
Puducherry,30-04-2020,Monthly,75.85,117542.0,39.3,Urban,South,11.9416,79.8083
Puducherry,31-05-2020,Monthly,58.19,172308.0,33.19,Urban,South,11.9416,79.8083
Puducherry,30-06-2020,Monthly,4.24,367135.0,30.8,Urban,South,11.9416,79.8083
Puducherry,31-07-2020,Monthly,15.47,386563.0,36.64,Urban,South,11.9416,79.8083
Puducherry,31-08-2020,Monthly,5.05,396006.0,33.34,Urban,South,11.9416,79.8083
Puducherry,30-09-2020,Monthly,10.9,411717.0,36.84,Urban,South,11.9416,79.8083
Puducherry,31-10-2020,Monthly,6.18,428419.0,36.32,Urban,South,11.9416,79.8083
Punjab,31-01-2020,Monthly,11.11,9442093.0,42.82,Rural,North,31.1471,75.3412
Punjab,29-02-2020,Monthly,10.97,9229047.0,41.72,Rural,North,31.1471,75.3412
Punjab,31-03-2020,Monthly,10.32,9975485.0,44.69,Rural,North,31.1471,75.3412
Punjab,30-04-2020,Monthly,2.86,7020565.0,28.99,Rural,North,31.1471,75.3412
Punjab,31-05-2020,Monthly,28.33,6872938.0,38.39,Rural,North,31.1471,75.3412
Punjab,30-06-2020,Monthly,16.55,8390766.0,40.18,Rural,North,31.1471,75.3412
Punjab,31-07-2020,Monthly,9.19,9732417.0,42.76,Rural,North,31.1471,75.3412
Punjab,31-08-2020,Monthly,10.99,9386169.0,41.99,Rural,North,31.1471,75.3412
Punjab,30-09-2020,Monthly,9.61,8980432.0,39.5,Rural,North,31.1471,75.3412
Punjab,31-10-2020,Monthly,9.88,8800430.0,38.75,Rural,North,31.1471,75.3412
Rajasthan,31-01-2020,Monthly,10.97,20641716.0,40.51,Rural,North,27.0238,74.2179
Rajasthan,29-02-2020,Monthly,15.16,20328915.0,41.77,Rural,North,27.0238,74.2179
Rajasthan,31-03-2020,Monthly,11.9,20024680.0,39.54,Rural,North,27.0238,74.2179
Rajasthan,30-04-2020,Monthly,17.7,15984142.0,33.71,Rural,North,27.0238,74.2179
Rajasthan,31-05-2020,Monthly,15.74,19826602.0,40.74,Rural,North,27.0238,74.2179
Rajasthan,30-06-2020,Monthly,14.39,20506612.0,41.38,Rural,North,27.0238,74.2179
Rajasthan,31-07-2020,Monthly,15.81,19932393.0,40.8,Rural,North,27.0238,74.2179
Rajasthan,31-08-2020,Monthly,17.51,20014060.0,41.71,Rural,North,27.0238,74.2179
Rajasthan,30-09-2020,Monthly,15.35,20149594.0,40.83,Rural,North,27.0238,74.2179
